Timestamp,rectus femoris,biceps femoris,vastus internus,semitendinosus
5.674999999999999822e+00,6.403998978785332974e-02,5.984257110001361957e-02,3.298219862610193842e-02,2.379269579366242657e-02
5.676000000000000156e+00,6.421510809631654493e-02,5.958163253431410927e-02,3.311463589665043783e-02,2.381170642852862424e-02
5.676999999999999602e+00,6.440698766050591273e-02,5.932697521720133038e-02,3.324751489543593258e-02,2.382218040597427339e-02
5.677999999999999936e+00,6.461513289465939391e-02,5.907957627381801163e-02,3.338077612596725835e-02,2.382424481201657340e-02
5.679000000000000270e+00,6.483894190835085003e-02,5.884044643986859752e-02,3.351435736773272084e-02,2.381803595561511958e-02
5.679999999999999716e+00,6.507770983238649054e-02,5.861056552539736786e-02,3.364817903316334735e-02,2.380371625073365513e-02
5.681000000000000050e+00,6.533064977654040595e-02,5.839084136847599860e-02,3.378212567753711287e-02,2.378148763877328126e-02
5.682000000000000384e+00,6.559690643905873031e-02,5.818208823726962742e-02,3.391604281583976421e-02,2.375158415645650320e-02
5.682999999999999829e+00,6.587555850371040744e-02,5.798502393169632785e-02,3.404975202813052826e-02,2.371424543380934100e-02
5.684000000000000163e+00,6.616563940588311710e-02,5.780027315092746421e-02,3.418306630350002873e-02,2.366968956000981006e-02
5.684999999999999609e+00,6.646616117905475296e-02,5.762836757674125870e-02,3.431579807054587622e-02,2.361810396882724206e-02
5.685999999999999943e+00,6.677610175490725219e-02,5.746974605166514649e-02,3.444776285158220042e-02,2.355965278661891968e-02
5.687000000000000277e+00,6.709439360270783026e-02,5.732475406662965178e-02,3.457876994656204628e-02,2.349448703018137616e-02
5.687999999999999723e+00,6.741996197714283934e-02,5.719364067471120749e-02,3.470860313452887869e-02,2.342275671720619318e-02
5.689000000000000057e+00,6.775176294694344736e-02,5.707655545741134595e-02,3.483702283423491253e-02,2.334463279185026302e-02
5.690000000000000391e+00,6.808876590532667028e-02,5.697354774330668642e-02,3.496380544171842630e-02,2.326033042745259335e-02
5.690999999999999837e+00,6.842992389878659043e-02,5.688457055849632099e-02,3.508878355598897547e-02,2.317011587009362023e-02
5.692000000000000171e+00,6.877419433629773649e-02,5.680948644700713895e-02,3.521183946690242816e-02,2.307428808029845374e-02
5.692999999999999616e+00,6.912058708179021072e-02,5.674806650680443154e-02,3.533285874748120364e-02,2.297315056752437593e-02
5.693999999999999950e+00,6.946817279256267685e-02,5.669998515365059361e-02,3.545169455224224386e-02,2.286700745810279004e-02
5.695000000000000284e+00,6.981605287027423112e-02,5.666482122674527944e-02,3.556817173542609761e-02,2.275618745316104058e-02
5.695999999999999730e+00,7.016335675722727705e-02,5.664206562077039181e-02,3.568211973011491123e-02,2.264106379501487284e-02
5.697000000000000064e+00,7.050927947395589646e-02,5.663112825276644946e-02,3.579341106804125039e-02,2.252204873531466270e-02
5.698000000000000398e+00,7.085310894975142826e-02,5.663133837992192360e-02,3.590198584177650004e-02,2.239956496859642557e-02
5.698999999999999844e+00,7.119421702028484733e-02,5.664193613729139043e-02,3.600784547499021743e-02,2.227401340399933968e-02
5.700000000000000178e+00,7.153201344617325652e-02,5.666206142478466545e-02,3.611101822045911791e-02,2.214575708400808376e-02
5.700999999999999623e+00,7.186587457777264543e-02,5.669074838614197170e-02,3.621153150739761517e-02,2.201512190728248039e-02
5.701999999999999957e+00,7.219508216345388307e-02,5.672692568063809893e-02,3.630941706454178519e-02,2.188240276391664393e-02
5.703000000000000291e+00,7.251879461544552541e-02,5.676941767640733549e-02,3.640472326863832681e-02,2.174786609394475587e-02
5.703999999999999737e+00,7.283604827521460157e-02,5.681694422526054750e-02,3.649750735733843510e-02,2.161174950438831885e-02
5.705000000000000071e+00,7.314579008642048408e-02,5.686812121502305556e-02,3.658783093788488955e-02,2.147426530313633133e-02
5.706000000000000405e+00,7.344695384799267146e-02,5.692146640951217806e-02,3.667578169700402846e-02,2.133560564725726916e-02
5.706999999999999851e+00,7.373857580281323321e-02,5.697541003912142549e-02,3.676149979094970460e-02,2.119594248893736516e-02
5.708000000000000185e+00,7.401988844727727668e-02,5.702830113503320336e-02,3.684518437914850730e-02,2.105542710098527032e-02
5.708999999999999631e+00,7.429031702392303871e-02,5.707840331316425125e-02,3.692708383104019443e-02,2.091419411138310119e-02
5.709999999999999964e+00,7.454938772487716692e-02,5.712388790941941991e-02,3.700748514503474779e-02,2.077236443006424613e-02
5.711000000000000298e+00,7.479663275996217831e-02,5.716284014519859569e-02,3.708670507255187182e-02,2.063004339029311449e-02
5.711999999999999744e+00,7.503157065078783217e-02,5.719327643903302644e-02,3.716507213785795460e-02,2.048731716406115497e-02
5.713000000000000078e+00,7.525376549660506287e-02,5.721314958666989803e-02,3.724289862599336476e-02,2.034425529104104402e-02
5.714000000000000412e+00,7.546290572109984329e-02,5.722033542839154163e-02,3.732045515886383419e-02,2.020092231145965631e-02
5.714999999999999858e+00,7.565887929968785619e-02,5.721262832382942309e-02,3.739795734606532474e-02,2.005738445663106731e-02
5.716000000000000192e+00,7.584185271697503616e-02,5.718778003223815715e-02,3.747556393528933549e-02,1.991370156802621874e-02
5.716999999999999638e+00,7.601231054573233392e-02,5.714358986141687691e-02,3.755338126921101832e-02,1.976991471263519345e-02
5.717999999999999972e+00,7.617099802467672265e-02,5.707800269161993068e-02,3.763146469063805011e-02,1.962603893388483595e-02
5.719000000000000306e+00,7.631877915295399994e-02,5.698915478678206331e-02,3.770981222476901817e-02,1.948206432990132186e-02
5.719999999999999751e+00,7.645650253062045987e-02,5.687536372306968568e-02,3.778836173162380963e-02,1.933797293721052635e-02
5.721000000000000085e+00,7.658495768258263836e-02,5.673509247630375424e-02,3.786699671238367287e-02,1.919376846946323559e-02
5.722000000000000419e+00,7.670490725357066719e-02,5.656690149043386295e-02,3.794555453965785252e-02,1.904949467162300736e-02
5.722999999999999865e+00,7.681713583962737624e-02,5.636945023239788022e-02,3.802384248273497219e-02,1.890522803822894740e-02
5.724000000000000199e+00,7.692249446002051572e-02,5.614162202854108830e-02,3.810166279275787465e-02,1.876106333813513938e-02
5.724999999999999645e+00,7.702192790912658349e-02,5.588268562178636684e-02,3.817883196117832084e-02,1.861711064606403829e-02
5.725999999999999979e+00,7.711646814622942492e-02,5.559233306177082529e-02,3.825519194810186180e-02,1.847350321324062530e-02
5.727000000000000313e+00,7.720719628521199862e-02,5.527062138363585120e-02,3.833062817415829743e-02,1.833041123195136568e-02
5.727999999999999758e+00,7.729518405544859305e-02,5.491796794724296271e-02,3.840510077968632002e-02,1.818804983538399589e-02
5.729000000000000092e+00,7.738144587121369156e-02,5.453518556394205269e-02,3.847866927324000708e-02,1.804666869031937293e-02
5.730000000000000426e+00,7.746693194547105143e-02,5.412340932163403617e-02,3.855148029994482500e-02,1.790653013831894347e-02
5.730999999999999872e+00,7.755253932735954592e-02,5.368391948222576288e-02,3.862371893714409282e-02,1.776789153942947425e-02
5.732000000000000206e+00,7.763910749307478820e-02,5.321801740021406268e-02,3.869555286581351922e-02,1.763099595597010169e-02
5.732999999999999652e+00,7.772742308691003854e-02,5.272701776941168816e-02,3.876709346872145995e-02,1.749606885333932285e-02
5.733999999999999986e+00,7.781825226488339742e-02,5.221229248920205429e-02,3.883838069090895379e-02,1.736331702971979571e-02
5.735000000000000320e+00,7.791235080034916716e-02,5.167530158508736732e-02,3.890938419082605459e-02,1.723292555541455773e-02
5.735999999999999766e+00,7.801043477189477382e-02,5.111759141540888479e-02,3.898000615496981930e-02,1.710505579396238984e-02
5.737000000000000099e+00,7.811316643261165260e-02,5.054077355497361979e-02,3.905007925888207693e-02,1.697984720436209946e-02
5.738000000000000433e+00,7.822116354117726600e-02,4.994650647377837926e-02,3.911936798568308588e-02,1.685741722727527800e-02
5.738999999999999879e+00,7.833499326294940390e-02,4.933648835930921212e-02,3.918757665635106552e-02,1.673785697562362590e-02
5.740000000000000213e+00,7.845516453587667027e-02,4.871245594142162294e-02,3.925435399199972419e-02,1.662123124817289563e-02
5.740999999999999659e+00,7.858214341884994791e-02,4.807617824854523714e-02,3.931929877316355654e-02,1.650758933911018050e-02
5.741999999999999993e+00,7.871636387593380912e-02,4.742944214265737424e-02,3.938198998084674329e-02,1.639697618435012258e-02
5.743000000000000327e+00,7.885822391300133238e-02,4.677403726121584504e-02,3.944203644623820587e-02,1.628943108216662772e-02
5.743999999999999773e+00,7.900808952035696942e-02,4.611174491841038559e-02,3.949910009749226653e-02,1.618498009933589526e-02
5.745000000000000107e+00,7.916629073903745650e-02,4.544432874349186441e-02,3.955286885219017751e-02,1.608363478399436886e-02
5.746000000000000441e+00,7.933309773388702579e-02,4.477352375191573364e-02,3.960301149969825546e-02,1.598539944979239166e-02
5.746999999999999886e+00,7.950873453572433747e-02,4.410102173588342084e-02,3.964915526242586419e-02,1.589028132814340397e-02
5.748000000000000220e+00,7.969346523327573706e-02,4.342845686318601295e-02,3.969089543177317658e-02,1.579829609979012395e-02
5.748999999999999666e+00,7.988768281006704275e-02,4.275740301754727551e-02,3.972782719312466931e-02,1.570946687023842825e-02
5.750000000000000000e+00,8.009192080358010224e-02,4.208938367317383022e-02,3.975957831346452892e-02,1.562381965815533812e-02
5.751000000000000334e+00,8.030679187449842049e-02,4.142587644126276281e-02,3.978581923979399027e-02,1.554137651750802165e-02
5.751999999999999780e+00,8.053290463055721993e-02,4.076830306574859980e-02,3.980626172755170888e-02,1.546214974927240249e-02
5.753000000000000114e+00,8.077080641993666932e-02,4.011801944349985272e-02,3.982067215399866245e-02,1.538613967178337032e-02
5.753999999999999559e+00,8.102099325556434695e-02,3.947631868691145463e-02,3.982888553940640980e-02,1.531333217127037530e-02
5.754999999999999893e+00,8.128398067073401567e-02,3.884443831102356998e-02,3.983079169513865231e-02,1.524369636086744632e-02
5.756000000000000227e+00,8.156035212733338258e-02,3.822355982301875454e-02,3.982630105276908916e-02,1.517718485879309548e-02
5.756999999999999673e+00,8.185072521212266583e-02,3.761480585749246708e-02,3.981531983799033864e-02,1.511373687162663980e-02
5.758000000000000007e+00,8.215567436526002854e-02,3.701924087387565426e-02,3.979774149819610696e-02,1.505328723955523008e-02
5.759000000000000341e+00,8.247567187092338936e-02,3.643786940655442674e-02,3.977344013931972955e-02,1.499577907874908786e-02
5.759999999999999787e+00,8.281106833300150294e-02,3.587163100393783027e-02,3.974226462422559419e-02,1.494116990484616915e-02
5.761000000000000121e+00,8.316210985452643367e-02,3.532140125940393116e-02,3.970404144777472250e-02,1.488942911200618127e-02
5.761999999999999567e+00,8.352897479384313595e-02,3.478799843851525242e-02,3.965858075240756564e-02,1.484053205051482673e-02
5.762999999999999901e+00,8.391179453222417928e-02,3.427218532786636962e-02,3.960567172051558671e-02,1.479445500356789400e-02
5.764000000000000234e+00,8.431063407311523150e-02,3.377466630657175589e-02,3.954507420786577965e-02,1.475117436727141178e-02
5.764999999999999680e+00,8.472545413021755067e-02,3.329608588424529808e-02,3.947652217990364060e-02,1.471066512056152728e-02
5.766000000000000014e+00,8.515608876611356626e-02,3.283702739507959878e-02,3.939973053109283724e-02,1.467289232780675731e-02
5.767000000000000348e+00,8.560223766318204863e-02,3.239801019385833702e-02,3.931439579640448601e-02,1.463780303085646106e-02
5.767999999999999794e+00,8.606345835445419756e-02,3.197948855682991587e-02,3.922019469727301699e-02,1.460532560391115606e-02
5.769000000000000128e+00,8.653916370942703329e-02,3.158185348695615596e-02,3.911678900880215942e-02,1.457537312229930174e-02
5.769999999999999574e+00,8.702863835942772908e-02,3.120543672508773944e-02,3.900385601552759651e-02,1.454784874595104784e-02
5.770999999999999908e+00,8.753106648304076476e-02,3.085051710799848260e-02,3.888114692513802706e-02,1.452265382541790065e-02
5.772000000000000242e+00,8.804555029357785667e-02,3.051732576237520950e-02,3.874854177502506936e-02,1.449969569468194906e-02
5.772999999999999687e+00,8.857110820665110851e-02,3.020604729459238844e-02,3.860606832223989482e-02,1.447889044569663532e-02
5.774000000000000021e+00,8.910665029991388097e-02,2.991682093274677587e-02,3.845387345795864970e-02,1.446015757673938147e-02
5.775000000000000355e+00,8.965094984131746769e-02,2.964974474137589341e-02,3.829216181198938362e-02,1.444340930896069464e-02
5.775999999999999801e+00,9.020263859794966366e-02,2.940488257645475917e-02,3.812113445462087663e-02,1.442854396538328053e-02
5.777000000000000135e+00,9.076022539717595872e-02,2.918227203016971957e-02,3.794095902854138086e-02,1.441544645715857158e-02
5.777999999999999581e+00,9.132212570436092081e-02,2.898193017074296093e-02,3.775179134758338551e-02,1.440398970290416095e-02
5.778999999999999915e+00,9.188669187584999620e-02,2.880385463913323271e-02,3.755384755415334952e-02,1.439403355956343257e-02
5.780000000000000249e+00,9.245223091992786635e-02,2.864801838936945066e-02,3.734748403889736473e-02,1.438542219588062436e-02
5.780999999999999694e+00,9.301701570091727711e-02,2.851435925066621996e-02,3.713321869626160648e-02,1.437798669148200592e-02
5.782000000000000028e+00,9.357929609509638147e-02,2.840277016557320872e-02,3.691168149507115942e-02,1.437156255399468785e-02
5.783000000000000362e+00,9.413729279484929491e-02,2.831309693403324945e-02,3.668355160385733393e-02,1.436601145416873358e-02
5.783999999999999808e+00,9.468916664713587783e-02,2.824514550304646834e-02,3.644952480995751476e-02,1.436122640464713995e-02
5.785000000000000142e+00,9.523299023637492311e-02,2.819869159838913134e-02,3.621030179132631033e-02,1.435712681913676667e-02
5.785999999999999588e+00,9.576676841142869878e-02,2.817348466946790336e-02,3.596657315001740296e-02,1.435365662787710904e-02
5.786999999999999922e+00,9.628853427410596910e-02,2.816924668895797942e-02,3.571899946656020147e-02,1.435078199709352749e-02
5.788000000000000256e+00,9.679648758124821672e-02,2.818566984495021743e-02,3.546819872907608362e-02,1.434848755855368772e-02
5.788999999999999702e+00,9.728909378891456572e-02,2.822241603524785342e-02,3.521474361594433000e-02,1.434676831432142585e-02
5.790000000000000036e+00,9.776507092865491244e-02,2.827911599455931041e-02,3.495916182100806263e-02,1.434561509161096440e-02
5.791000000000000369e+00,9.822326815298618174e-02,2.835536378573829883e-02,3.470193428790022128e-02,1.434500650932288290e-02
5.791999999999999815e+00,9.866252918616950918e-02,2.845071069132484171e-02,3.444349679308517098e-02,1.434491225576987709e-02
5.793000000000000149e+00,9.908163923271406937e-02,2.856466435689639788e-02,3.418425156053474939e-02,1.434529500961608493e-02
5.793999999999999595e+00,9.947938323668920058e-02,2.869669182567623211e-02,3.392457630365461330e-02,1.434610704975351238e-02
5.794999999999999929e+00,9.985467544218332159e-02,2.884622059778546230e-02,3.366481844249541444e-02,1.434729352344594512e-02
5.796000000000000263e+00,1.002066655954688135e-01,2.901263442866187925e-02,3.340528950482486714e-02,1.434880733583928855e-02
5.796999999999999709e+00,1.005347340891848962e-01,2.919526988549707089e-02,3.314628023714667054e-02,1.435062079403595127e-02
5.798000000000000043e+00,1.008383860196093162e-01,2.939342215066361938e-02,3.288808886521670666e-02,1.435271955822742598e-02
5.799000000000000377e+00,1.011171246889777942e-01,2.960635841960732734e-02,3.263103047223468028e-02,1.435508630644026680e-02
5.799999999999999822e+00,1.013703616031685489e-01,2.983332860489802674e-02,3.237541618262280985e-02,1.435769232790274144e-02
5.801000000000000156e+00,1.015973695483582129e-01,3.007356567913139697e-02,3.212153196086128815e-02,1.436050069962912894e-02
5.801999999999999602e+00,1.017972840655543970e-01,3.032627541955506406e-02,3.186963694439938488e-02,1.436346969254633649e-02
5.802999999999999936e+00,1.019691809123405984e-01,3.059062353737255699e-02,3.161996815895388308e-02,1.436655142677131965e-02
5.804000000000000270e+00,1.021122156551248356e-01,3.086573221100788814e-02,3.137274795223187612e-02,1.436969355805305625e-02
5.804999999999999716e+00,1.022257452369294134e-01,3.115068670600551828e-02,3.112819697453925519e-02,1.437284560245823302e-02
5.806000000000000050e+00,1.023093611415400173e-01,3.144453973290818605e-02,3.088653495957946124e-02,1.437595802713985058e-02
5.807000000000000384e+00,1.023628197820440899e-01,3.174630904359269923e-02,3.064796734777512285e-02,1.437897170836518156e-02
5.807999999999999829e+00,1.023859062696516192e-01,3.205497854980939726e-02,3.041268288840472470e-02,1.438180958250383050e-02
5.809000000000000163e+00,1.023783134187405824e-01,3.236950593546201321e-02,3.018086367341072870e-02,1.438437684041574821e-02
5.809999999999999609e+00,1.023395937300097674e-01,3.268882458081375647e-02,2.995269107834678396e-02,1.438656968144264546e-02
5.810999999999999943e+00,1.022691588437441984e-01,3.301184029077337823e-02,2.972834832481405926e-02,1.438828680125397476e-02
5.812000000000000277e+00,1.021663026484332104e-01,3.333744643411108710e-02,2.950801712324348236e-02,1.438943020665308867e-02
5.812999999999999723e+00,1.020302754110125332e-01,3.366456068816357783e-02,2.929186331669004703e-02,1.438989592873812784e-02
5.814000000000000057e+00,1.018603908843696421e-01,3.399214831109514251e-02,2.908002659548235974e-02,1.438957063474580189e-02
5.815000000000000391e+00,1.016560981784876833e-01,3.431921291582803318e-02,2.887262014068230076e-02,1.438833707888372351e-02
5.815999999999999837e+00,1.014170195881136799e-01,3.464476903037310568e-02,2.866972740343336906e-02,1.438607848969955701e-02
5.817000000000000171e+00,1.011430128445149623e-01,3.496781245871721788e-02,2.847139677010924325e-02,1.438267894938337690e-02
5.817999999999999616e+00,1.008342319471985937e-01,3.528730664594367794e-02,2.827764121418079382e-02,1.437802579105093397e-02
5.818999999999999950e+00,1.004910787867399485e-01,3.560220082695018246e-02,2.808844109673935482e-02,1.437201854832930760e-02
5.820000000000000284e+00,1.001140776482009470e-01,3.591146823442009639e-02,2.790375431758408339e-02,1.436458355774869640e-02
5.820999999999999730e+00,9.970388691462558906e-02,3.621413942015061505e-02,2.772353749741251344e-02,1.435569084456105385e-02
5.822000000000000064e+00,9.926149730166389240e-02,3.650932120803396241e-02,2.754776465791314299e-02,1.434536324749011507e-02
5.823000000000000398e+00,9.878838898404168622e-02,3.679619263245968025e-02,2.737642578748848698e-02,1.433366809243393630e-02
5.823999999999999844e+00,9.828649107420633912e-02,3.707397878422610121e-02,2.720950392381602315e-02,1.432069808409137425e-02
5.825000000000000178e+00,9.775800413506904873e-02,3.734195623135967701e-02,2.704694967100951600e-02,1.430655771722560282e-02
5.825999999999999623e+00,9.720521024692592438e-02,3.759953405057366721e-02,2.688867062413851164e-02,1.429136473076519573e-02
5.826999999999999957e+00,9.663034680914397989e-02,3.784633620806325538e-02,2.673453215578522335e-02,1.427526223843708121e-02
5.828000000000000291e+00,9.603554380503520616e-02,3.808217134893211731e-02,2.658435979984308251e-02,1.425842464609071436e-02
5.828999999999999737e+00,9.542279511548254489e-02,3.830691268550308337e-02,2.643794720679534804e-02,1.424104503553972993e-02
5.830000000000000071e+00,9.479395140346770499e-02,3.852040732322800642e-02,2.629508272389443832e-02,1.422331327351841583e-02
5.831000000000000405e+00,9.415072852890829513e-02,3.872245849351612507e-02,2.615558618354077089e-02,1.420540202531925776e-02
